k,re_fixed,im_fixed
6367,  2789, 16145
6368,  2801, 16143
6369,  2813, 16141
6370,  2826, 16138
6371,  2838, 16136
6372,  2851, 16134
6373,  2863, 16132
6374,  2875, 16130
6375,  2888, 16128
6376,  2900, 16125
6377,  2912, 16123
6378,  2925, 16121
6379,  2937, 16119
6380,  2949, 16116
6381,  2962, 16114
6382,  2974, 16112
6383,  2987, 16109
6384,  2999, 16107
6385,  3011, 16105
6386,  3024, 16103
6387,  3036, 16100
6388,  3048, 16098
6389,  3061, 16096
6390,  3073, 16093
6391,  3085, 16091
6392,  3098, 16088
6393,  3110, 16086
6394,  3122, 16084
6395,  3135, 16081
6396,  3147, 16079
6397,  3159, 16076
6398,  3172, 16074
6399,  3184, 16072
6400,  3196, 16069
6401,  3209, 16067
6402,  3221, 16064
6403,  3233, 16062
6404,  3246, 16059
6405,  3258, 16057
6406,  3270, 16054
6407,  3283, 16052
6408,  3295, 16049
6409,  3307, 16047
6410,  3320, 16044
6411,  3332, 16042
6412,  3344, 16039
6413,  3356, 16037
6414,  3369, 16034
6415,  3381, 16031
6416,  3393, 16029
6417,  3406, 16026
6418,  3418, 16024
6419,  3430, 16021
6420,  3442, 16018
6421,  3455, 16016
6422,  3467, 16013
6423,  3479, 16010
6424,  3492, 16008
6425,  3504, 16005
6426,  3516, 16002
6427,  3528, 16000
6428,  3541, 15997
6429,  3553, 15994
6430,  3565, 15991
6431,  3577, 15989
6432,  3590, 15986
6433,  3602, 15983
6434,  3614, 15980
6435,  3627, 15978
6436,  3639, 15975
6437,  3651, 15972
6438,  3663, 15969
6439,  3676, 15966
6440,  3688, 15964
6441,  3700, 15961
6442,  3712, 15958
6443,  3724, 15955
6444,  3737, 15952
6445,  3749, 15949
6446,  3761, 15946
6447,  3773, 15944
6448,  3786, 15941
6449,  3798, 15938
6450,  3810, 15935
6451,  3822, 15932
6452,  3835, 15929
6453,  3847, 15926
6454,  3859, 15923
6455,  3871, 15920
6456,  3883, 15917
6457,  3896, 15914
6458,  3908, 15911
6459,  3920, 15908
6460,  3932, 15905
6461,  3944, 15902
6462,  3957, 15899
6463,  3969, 15896
6464,  3981, 15893
6465,  3993, 15890
6466,  4005, 15887
6467,  4018, 15884
6468,  4030, 15881
6469,  4042, 15878
6470,  4054, 15875
6471,  4066, 15871
6472,  4078, 15868
6473,  4091, 15865
6474,  4103, 15862
6475,  4115, 15859
6476,  4127, 15856
6477,  4139, 15853
6478,  4151, 15849
6479,  4164, 15846
6480,  4176, 15843
6481,  4188, 15840
6482,  4200, 15837
6483,  4212, 15833
6484,  4224, 15830
6485,  4236, 15827
6486,  4249, 15824
6487,  4261, 15820
6488,  4273, 15817
6489,  4285, 15814
6490,  4297, 15810
6491,  4309, 15807
6492,  4321, 15804
6493,  4333, 15801
6494,  4346, 15797
6495,  4358, 15794
6496,  4370, 15791
6497,  4382, 15787
6498,  4394, 15784
6499,  4406, 15780
6500,  4418, 15777
6501,  4430, 15774
6502,  4442, 15770
6503,  4455, 15767
6504,  4467, 15763
6505,  4479, 15760
6506,  4491, 15757
6507,  4503, 15753
6508,  4515, 15750
6509,  4527, 15746
6510,  4539, 15743
6511,  4551, 15739
6512,  4563, 15736
6513,  4575, 15732
6514,  4587, 15729
6515,  4599, 15725
6516,  4612, 15722
6517,  4624, 15718
6518,  4636, 15715
6519,  4648, 15711
6520,  4660, 15707
6521,  4672, 15704
6522,  4684, 15700
6523,  4696, 15697
6524,  4708, 15693
6525,  4720, 15689
6526,  4732, 15686
6527,  4744, 15682
6528,  4756, 15679
6529,  4768, 15675
6530,  4780, 15671
6531,  4792, 15668
6532,  4804, 15664
6533,  4816, 15660
6534,  4828, 15656
6535,  4840, 15653
6536,  4852, 15649
6537,  4864, 15645
6538,  4876, 15642
6539,  4888, 15638
6540,  4900, 15634
6541,  4912, 15630
6542,  4924, 15627
6543,  4936, 15623
6544,  4948, 15619
6545,  4960, 15615
6546,  4972, 15611
6547,  4984, 15608
6548,  4996, 15604
6549,  5008, 15600
6550,  5020, 15596
6551,  5032, 15592
6552,  5044, 15588
6553,  5056, 15584
6554,  5068, 15581
6555,  5080, 15577
6556,  5092, 15573
6557,  5104, 15569
6558,  5115, 15565
6559,  5127, 15561
6560,  5139, 15557
6561,  5151, 15553
6562,  5163, 15549
6563,  5175, 15545
6564,  5187, 15541
6565,  5199, 15537
6566,  5211, 15533
6567,  5223, 15529
6568,  5235, 15525
6569,  5247, 15521
6570,  5259, 15517
6571,  5270, 15513
6572,  5282, 15509
6573,  5294, 15505
6574,  5306, 15501
6575,  5318, 15497
6576,  5330, 15493
6577,  5342, 15489
6578,  5354, 15485
6579,  5366, 15481
6580,  5377, 15476
6581,  5389, 15472
6582,  5401, 15468
6583,  5413, 15464
6584,  5425, 15460
6585,  5437, 15456
6586,  5449, 15451
6587,  5460, 15447
6588,  5472, 15443
6589,  5484, 15439
6590,  5496, 15435
6591,  5508, 15430
6592,  5520, 15426
6593,  5531, 15422
6594,  5543, 15418
6595,  5555, 15414
6596,  5567, 15409
6597,  5579, 15405
6598,  5591, 15401
6599,  5602, 15396
6600,  5614, 15392
6601,  5626, 15388
6602,  5638, 15383
6603,  5650, 15379
6604,  5661, 15375
6605,  5673, 15370
6606,  5685, 15366
6607,  5697, 15362
6608,  5708, 15357
6609,  5720, 15353
6610,  5732, 15349
6611,  5744, 15344
6612,  5756, 15340
6613,  5767, 15335
6614,  5779, 15331
6615,  5791, 15326
6616,  5803, 15322
6617,  5814, 15318
6618,  5826, 15313
6619,  5838, 15309
6620,  5850, 15304
6621,  5861, 15300
6622,  5873, 15295
6623,  5885, 15291
6624,  5897, 15286
6625,  5908, 15282
6626,  5920, 15277
6627,  5932, 15273
6628,  5943, 15268
6629,  5955, 15263
6630,  5967, 15259
6631,  5979, 15254
6632,  5990, 15250
6633,  6002, 15245
6634,  6014, 15240
6635,  6025, 15236
6636,  6037, 15231
6637,  6049, 15227
6638,  6060, 15222
6639,  6072, 15217
6640,  6084, 15213
6641,  6095, 15208
6642,  6107, 15203
6643,  6119, 15199
6644,  6130, 15194
6645,  6142, 15189
6646,  6154, 15184
6647,  6165, 15180
6648,  6177, 15175
6649,  6189, 15170
6650,  6200, 15166
6651,  6212, 15161
6652,  6223, 15156
6653,  6235, 15151
6654,  6247, 15146
6655,  6258, 15142
6656,  6270, 15137
6657,  6281, 15132
6658,  6293, 15127
6659,  6305, 15122
6660,  6316, 15118
6661,  6328, 15113
6662,  6339, 15108
6663,  6351, 15103
6664,  6363, 15098
6665,  6374, 15093
6666,  6386, 15088
6667,  6397, 15083
6668,  6409, 15078
6669,  6420, 15074
6670,  6432, 15069
6671,  6444, 15064
6672,  6455, 15059
6673,  6467, 15054
6674,  6478, 15049
6675,  6490, 15044
6676,  6501, 15039
6677,  6513, 15034
6678,  6524, 15029
6679,  6536, 15024
6680,  6547, 15019
6681,  6559, 15014
6682,  6570, 15009
6683,  6582, 15004
6684,  6593, 14999
6685,  6605, 14994
6686,  6616, 14989
6687,  6628, 14984
6688,  6639, 14978
6689,  6651, 14973
6690,  6662, 14968
6691,  6674, 14963
6692,  6685, 14958
6693,  6697, 14953
6694,  6708, 14948
6695,  6720, 14943
6696,  6731, 14937
6697,  6743, 14932
6698,  6754, 14927
6699,  6766, 14922
6700,  6777, 14917
6701,  6788, 14911
6702,  6800, 14906
6703,  6811, 14901
6704,  6823, 14896
6705,  6834, 14891
6706,  6846, 14885
6707,  6857, 14880
6708,  6868, 14875
6709,  6880, 14870
6710,  6891, 14864
6711,  6903, 14859
6712,  6914, 14854
6713,  6925, 14848
6714,  6937, 14843
6715,  6948, 14838
6716,  6960, 14832
6717,  6971, 14827
6718,  6982, 14822
6719,  6994, 14816
6720,  7005, 14811
6721,  7016, 14806
6722,  7028, 14800
6723,  7039, 14795
6724,  7050, 14789
6725,  7062, 14784
6726,  7073, 14779
6727,  7084, 14773
6728,  7096, 14768
6729,  7107, 14762
6730,  7118, 14757
6731,  7130, 14751
6732,  7141, 14746
6733,  7152, 14740
6734,  7164, 14735
6735,  7175, 14729
6736,  7186, 14724
6737,  7198, 14718
6738,  7209, 14713
6739,  7220, 14707
6740,  7231, 14702
6741,  7243, 14696
6742,  7254, 14691
6743,  7265, 14685
6744,  7276, 14680
6745,  7288, 14674
6746,  7299, 14668
6747,  7310, 14663
6748,  7321, 14657
6749,  7333, 14651
6750,  7344, 14646
6751,  7355, 14640
6752,  7366, 14635
6753,  7378, 14629
6754,  7389, 14623
6755,  7400, 14618
6756,  7411, 14612
6757,  7423, 14606
6758,  7434, 14601
6759,  7445, 14595
6760,  7456, 14589
6761,  7467, 14583
6762,  7478, 14578
6763,  7490, 14572
6764,  7501, 14566
6765,  7512, 14560
6766,  7523, 14555
6767,  7534, 14549
6768,  7545, 14543
6769,  7557, 14537
6770,  7568, 14531
6771,  7579, 14526
6772,  7590, 14520
6773,  7601, 14514
6774,  7612, 14508
6775,  7623, 14502
6776,  7635, 14497
6777,  7646, 14491
6778,  7657, 14485
6779,  7668, 14479
6780,  7679, 14473
6781,  7690, 14467
6782,  7701, 14461
6783,  7712, 14455
6784,  7723, 14449
6785,  7734, 14443
6786,  7746, 14438
6787,  7757, 14432
6788,  7768, 14426
6789,  7779, 14420
6790,  7790, 14414
6791,  7801, 14408
6792,  7812, 14402
6793,  7823, 14396
6794,  7834, 14390
6795,  7845, 14384
6796,  7856, 14378
6797,  7867, 14372
6798,  7878, 14366
6799,  7889, 14360
6800,  7900, 14354
6801,  7911, 14347
6802,  7922, 14341
6803,  7933, 14335
6804,  7944, 14329
6805,  7955, 14323
6806,  7966, 14317
6807,  7977, 14311
6808,  7988, 14305
6809,  7999, 14299
6810,  8010, 14293
6811,  8021, 14286
6812,  8032, 14280
6813,  8043, 14274
6814,  8054, 14268
6815,  8065, 14262
6816,  8076, 14256
6817,  8087, 14249
6818,  8098, 14243
6819,  8108, 14237
6820,  8119, 14231
6821,  8130, 14224
6822,  8141, 14218
6823,  8152, 14212
6824,  8163, 14206
6825,  8174, 14199
6826,  8185, 14193
6827,  8196, 14187
6828,  8207, 14181
6829,  8217, 14174
6830,  8228, 14168
6831,  8239, 14162
6832,  8250, 14155
6833,  8261, 14149
6834,  8272, 14143
6835,  8283, 14136
6836,  8293, 14130
6837,  8304, 14124
6838,  8315, 14117
6839,  8326, 14111
6840,  8337, 14104
6841,  8347, 14098
6842,  8358, 14092
6843,  8369, 14085
6844,  8380, 14079
6845,  8391, 14072
6846,  8401, 14066
6847,  8412, 14059
6848,  8423, 14053
6849,  8434, 14047
6850,  8445, 14040
6851,  8455, 14034
6852,  8466, 14027
6853,  8477, 14021
6854,  8488, 14014
6855,  8498, 14008
6856,  8509, 14001
6857,  8520, 13995
6858,  8531, 13988
6859,  8541, 13981
6860,  8552, 13975
6861,  8563, 13968
6862,  8573, 13962
6863,  8584, 13955
6864,  8595, 13949
6865,  8606, 13942
6866,  8616, 13935
6867,  8627, 13929
6868,  8638, 13922
6869,  8648, 13916
6870,  8659, 13909
6871,  8670, 13902
6872,  8680, 13896
6873,  8691, 13889
6874,  8702, 13882
6875,  8712, 13876
6876,  8723, 13869
6877,  8734, 13862
6878,  8744, 13856
6879,  8755, 13849
6880,  8765, 13842
6881,  8776, 13835
6882,  8787, 13829
6883,  8797, 13822
6884,  8808, 13815
6885,  8818, 13808
6886,  8829, 13802
6887,  8840, 13795
6888,  8850, 13788
6889,  8861, 13781
6890,  8871, 13774
6891,  8882, 13768
6892,  8892, 13761
6893,  8903, 13754
6894,  8914, 13747
6895,  8924, 13740
6896,  8935, 13733
6897,  8945, 13727
6898,  8956, 13720
6899,  8966, 13713
6900,  8977, 13706
6901,  8987, 13699
6902,  8998, 13692
6903,  9008, 13685
6904,  9019, 13678
6905,  9029, 13671
6906,  9040, 13665
6907,  9050, 13658
6908,  9061, 13651
6909,  9071, 13644
6910,  9082, 13637
6911,  9092, 13630
6912,  9102, 13623
6913,  9113, 13616
6914,  9123, 13609
6915,  9134, 13602
6916,  9144, 13595
6917,  9155, 13588
6918,  9165, 13581
6919,  9175, 13574
6920,  9186, 13567
6921,  9196, 13560
6922,  9207, 13553
6923,  9217, 13546
6924,  9227, 13538
6925,  9238, 13531
6926,  9248, 13524
6927,  9259, 13517
6928,  9269, 13510
6929,  9279, 13503
6930,  9290, 13496
6931,  9300, 13489
6932,  9310, 13482
6933,  9321, 13474
6934,  9331, 13467
6935,  9341, 13460
6936,  9352, 13453
6937,  9362, 13446
6938,  9372, 13439
6939,  9383, 13431
6940,  9393, 13424
6941,  9403, 13417
6942,  9413, 13410
6943,  9424, 13403
6944,  9434, 13395
6945,  9444, 13388
6946,  9455, 13381
6947,  9465, 13374
6948,  9475, 13366
6949,  9485, 13359
6950,  9496, 13352
6951,  9506, 13344
6952,  9516, 13337
6953,  9526, 13330
6954,  9537, 13323
6955,  9547, 13315
6956,  9557, 13308
6957,  9567, 13301
6958,  9577, 13293
6959,  9588, 13286
6960,  9598, 13279
6961,  9608, 13271
6962,  9618, 13264
6963,  9628, 13256
6964,  9638, 13249
6965,  9649, 13242
6966,  9659, 13234
6967,  9669, 13227
6968,  9679, 13219
6969,  9689, 13212
6970,  9699, 13205
6971,  9709, 13197
6972,  9720, 13190
6973,  9730, 13182
6974,  9740, 13175
6975,  9750, 13167
6976,  9760, 13160
6977,  9770, 13152
6978,  9780, 13145
6979,  9790, 13137
6980,  9800, 13130
6981,  9810, 13122
6982,  9820, 13115
6983,  9830, 13107
6984,  9841, 13100
6985,  9851, 13092
6986,  9861, 13085
6987,  9871, 13077
6988,  9881, 13069
6989,  9891, 13062
6990,  9901, 13054
6991,  9911, 13047
6992,  9921, 13039
6993,  9931, 13031
6994,  9941, 13024
6995,  9951, 13016
6996,  9961, 13008
6997,  9971, 13001
6998,  9981, 12993
6999,  9991, 12986
7000, 10001, 12978
7001, 10010, 12970
7002, 10020, 12963
7003, 10030, 12955
7004, 10040, 12947
7005, 10050, 12939
7006, 10060, 12932
7007, 10070, 12924
7008, 10080, 12916
7009, 10090, 12909
7010, 10100, 12901
7011, 10110, 12893
7012, 10120, 12885
7013, 10129, 12878
7014, 10139, 12870
7015, 10149, 12862
7016, 10159, 12854
7017, 10169, 12846
7018, 10179, 12839
7019, 10189, 12831
7020, 10198, 12823
7021, 10208, 12815
7022, 10218, 12807
7023, 10228, 12799
7024, 10238, 12792
7025, 10248, 12784
7026, 10257, 12776
7027, 10267, 12768
7028, 10277, 12760
7029, 10287, 12752
7030, 10296, 12744
7031, 10306, 12736
7032, 10316, 12729
7033, 10326, 12721
7034, 10336, 12713
7035, 10345, 12705
7036, 10355, 12697
7037, 10365, 12689
7038, 10374, 12681
7039, 10384, 12673
7040, 10394, 12665
7041, 10404, 12657
7042, 10413, 12649
7043, 10423, 12641
7044, 10433, 12633
7045, 10442, 12625
7046, 10452, 12617
7047, 10462, 12609
7048, 10471, 12601
7049, 10481, 12593
7050, 10491, 12585
7051, 10500, 12577
7052, 10510, 12569
7053, 10520, 12561
7054, 10529, 12553
7055, 10539, 12545
7056, 10549, 12537
7057, 10558, 12528
7058, 10568, 12520
7059, 10577, 12512
7060, 10587, 12504
7061, 10597, 12496
7062, 10606, 12488
7063, 10616, 12480
7064, 10625, 12472
7065, 10635, 12463
7066, 10644, 12455
7067, 10654, 12447
7068, 10663, 12439
7069, 10673, 12431
7070, 10683, 12423
7071, 10692, 12414
7072, 10702, 12406
7073, 10711, 12398
7074, 10721, 12390
7075, 10730, 12381
7076, 10740, 12373
7077, 10749, 12365
7078, 10759, 12357
7079, 10768, 12348
7080, 10778, 12340
7081, 10787, 12332
7082, 10796, 12324
7083, 10806, 12315
7084, 10815, 12307
7085, 10825, 12299
7086, 10834, 12290
7087, 10844, 12282
7088, 10853, 12274
7089, 10862, 12266
7090, 10872, 12257
7091, 10881, 12249
7092, 10891, 12240
7093, 10900, 12232
7094, 10909, 12224
7095, 10919, 12215
7096, 10928, 12207
7097, 10937, 12199
7098, 10947, 12190
7099, 10956, 12182
7100, 10966, 12173
7101, 10975, 12165
7102, 10984, 12157
7103, 10994, 12148
7104, 11003, 12140
7105, 11012, 12131
7106, 11021, 12123
7107, 11031, 12114
7108, 11040, 12106
7109, 11049, 12097
7110, 11059, 12089
7111, 11068, 12080
7112, 11077, 12072
7113, 11086, 12064
7114, 11096, 12055
7115, 11105, 12046
7116, 11114, 12038
7117, 11123, 12029
7118, 11133, 12021
7119, 11142, 12012
7120, 11151, 12004
7121, 11160, 11995
7122, 11169, 11987
7123, 11179, 11978
7124, 11188, 11970
7125, 11197, 11961
7126, 11206, 11952
7127, 11215, 11944
7128, 11224, 11935
7129, 11234, 11927
7130, 11243, 11918
7131, 11252, 11909
7132, 11261, 11901
7133, 11270, 11892
7134, 11279, 11883
7135, 11288, 11875
7136, 11297, 11866
7137, 11307, 11857
7138, 11316, 11849
7139, 11325, 11840
7140, 11334, 11831
7141, 11343, 11823
7142, 11352, 11814
7143, 11361, 11805
7144, 11370, 11797
7145, 11379, 11788
7146, 11388, 11779
7147, 11397, 11770
7148, 11406, 11762
7149, 11415, 11753
7150, 11424, 11744
7151, 11433, 11735
7152, 11442, 11727
7153, 11451, 11718
7154, 11460, 11709
7155, 11469, 11700
7156, 11478, 11691
7157, 11487, 11683
7158, 11496, 11674
7159, 11505, 11665
7160, 11514, 11656
7161, 11523, 11647
7162, 11532, 11638
7163, 11541, 11630
7164, 11550, 11621
7165, 11559, 11612
7166, 11567, 11603
7167, 11576, 11594
7168, 11585, 11585
7169, 11594, 11576
7170, 11603, 11567
7171, 11612, 11559
7172, 11621, 11550
7173, 11630, 11541
7174, 11638, 11532
7175, 11647, 11523
7176, 11656, 11514
7177, 11665, 11505
7178, 11674, 11496
7179, 11683, 11487
7180, 11691, 11478
7181, 11700, 11469
7182, 11709, 11460
7183, 11718, 11451
7184, 11727, 11442
7185, 11735, 11433
7186, 11744, 11424
7187, 11753, 11415
7188, 11762, 11406
7189, 11770, 11397
7190, 11779, 11388
7191, 11788, 11379
7192, 11797, 11370
7193, 11805, 11361
7194, 11814, 11352
7195, 11823, 11343
7196, 11831, 11334
7197, 11840, 11325
7198, 11849, 11316
7199, 11857, 11307
7200, 11866, 11297
7201, 11875, 11288
7202, 11883, 11279
7203, 11892, 11270
7204, 11901, 11261
7205, 11909, 11252
7206, 11918, 11243
7207, 11927, 11234
7208, 11935, 11224
7209, 11944, 11215
7210, 11952, 11206
7211, 11961, 11197
7212, 11970, 11188
7213, 11978, 11179
7214, 11987, 11169
7215, 11995, 11160
7216, 12004, 11151
7217, 12012, 11142
7218, 12021, 11133
7219, 12029, 11123
7220, 12038, 11114
7221, 12046, 11105
7222, 12055, 11096
7223, 12064, 11086
7224, 12072, 11077
7225, 12080, 11068
7226, 12089, 11059
7227, 12097, 11049
7228, 12106, 11040
7229, 12114, 11031
7230, 12123, 11021
7231, 12131, 11012
7232, 12140, 11003
7233, 12148, 10994
7234, 12157, 10984
7235, 12165, 10975
7236, 12173, 10966
7237, 12182, 10956
7238, 12190, 10947
7239, 12199, 10937
7240, 12207, 10928
7241, 12215, 10919
7242, 12224, 10909
7243, 12232, 10900
7244, 12240, 10891
7245, 12249, 10881
7246, 12257, 10872
7247, 12266, 10862
7248, 12274, 10853
7249, 12282, 10844
7250, 12290, 10834
7251, 12299, 10825
7252, 12307, 10815
7253, 12315, 10806
7254, 12324, 10796
7255, 12332, 10787
7256, 12340, 10778
7257, 12348, 10768
7258, 12357, 10759
7259, 12365, 10749
7260, 12373, 10740
7261, 12381, 10730
7262, 12390, 10721
7263, 12398, 10711
7264, 12406, 10702
7265, 12414, 10692
7266, 12423, 10683
7267, 12431, 10673
7268, 12439, 10663
7269, 12447, 10654
7270, 12455, 10644
7271, 12463, 10635
7272, 12472, 10625
7273, 12480, 10616
7274, 12488, 10606
7275, 12496, 10597
7276, 12504, 10587
7277, 12512, 10577
7278, 12520, 10568
7279, 12528, 10558
7280, 12537, 10549
7281, 12545, 10539
7282, 12553, 10529
7283, 12561, 10520
7284, 12569, 10510
7285, 12577, 10500
7286, 12585, 10491
7287, 12593, 10481
7288, 12601, 10471
7289, 12609, 10462
7290, 12617, 10452
7291, 12625, 10442
7292, 12633, 10433
7293, 12641, 10423
7294, 12649, 10413
7295, 12657, 10404
7296, 12665, 10394
7297, 12673, 10384
7298, 12681, 10374
7299, 12689, 10365
7300, 12697, 10355
7301, 12705, 10345
7302, 12713, 10336
7303, 12721, 10326
7304, 12729, 10316
7305, 12736, 10306
7306, 12744, 10296
7307, 12752, 10287
7308, 12760, 10277
7309, 12768, 10267
7310, 12776, 10257
7311, 12784, 10248
7312, 12792, 10238
7313, 12799, 10228
7314, 12807, 10218
7315, 12815, 10208
7316, 12823, 10198
7317, 12831, 10189
7318, 12839, 10179
7319, 12846, 10169
7320, 12854, 10159
7321, 12862, 10149
7322, 12870, 10139
7323, 12878, 10129
7324, 12885, 10120
7325, 12893, 10110
7326, 12901, 10100
7327, 12909, 10090
7328, 12916, 10080
7329, 12924, 10070
7330, 12932, 10060
7331, 12939, 10050
7332, 12947, 10040
7333, 12955, 10030
7334, 12963, 10020
7335, 12970, 10010
7336, 12978, 10001
7337, 12986,  9991
7338, 12993,  9981
7339, 13001,  9971
7340, 13008,  9961
7341, 13016,  9951
7342, 13024,  9941
7343, 13031,  9931
7344, 13039,  9921
7345, 13047,  9911
7346, 13054,  9901
7347, 13062,  9891
7348, 13069,  9881
7349, 13077,  9871
7350, 13085,  9861
7351, 13092,  9851
7352, 13100,  9841
7353, 13107,  9830
7354, 13115,  9820
7355, 13122,  9810
7356, 13130,  9800
7357, 13137,  9790
7358, 13145,  9780
7359, 13152,  9770
7360, 13160,  9760
7361, 13167,  9750
7362, 13175,  9740
7363, 13182,  9730
7364, 13190,  9720
7365, 13197,  9709
7366, 13205,  9699
7367, 13212,  9689
7368, 13219,  9679
7369, 13227,  9669
7370, 13234,  9659
7371, 13242,  9649
7372, 13249,  9638
7373, 13256,  9628
7374, 13264,  9618
7375, 13271,  9608
7376, 13279,  9598
7377, 13286,  9588
7378, 13293,  9577
7379, 13301,  9567
7380, 13308,  9557
7381, 13315,  9547
7382, 13323,  9537
7383, 13330,  9526
7384, 13337,  9516
7385, 13344,  9506
7386, 13352,  9496
7387, 13359,  9485
7388, 13366,  9475
7389, 13374,  9465
7390, 13381,  9455
7391, 13388,  9444
7392, 13395,  9434
7393, 13403,  9424
7394, 13410,  9413
7395, 13417,  9403
7396, 13424,  9393
7397, 13431,  9383
7398, 13439,  9372
7399, 13446,  9362
7400, 13453,  9352
7401, 13460,  9341
7402, 13467,  9331
7403, 13474,  9321
7404, 13482,  9310
7405, 13489,  9300
7406, 13496,  9290
7407, 13503,  9279
7408, 13510,  9269
7409, 13517,  9259
7410, 13524,  9248
7411, 13531,  9238
7412, 13538,  9227
7413, 13546,  9217
7414, 13553,  9207
7415, 13560,  9196
7416, 13567,  9186
7417, 13574,  9175
7418, 13581,  9165
7419, 13588,  9155
7420, 13595,  9144
7421, 13602,  9134
7422, 13609,  9123
7423, 13616,  9113
7424, 13623,  9102
7425, 13630,  9092
7426, 13637,  9082
7427, 13644,  9071
7428, 13651,  9061
7429, 13658,  9050
7430, 13665,  9040
7431, 13671,  9029
7432, 13678,  9019
7433, 13685,  9008
7434, 13692,  8998
7435, 13699,  8987
7436, 13706,  8977
7437, 13713,  8966
7438, 13720,  8956
7439, 13727,  8945
7440, 13733,  8935
7441, 13740,  8924
7442, 13747,  8914
7443, 13754,  8903
7444, 13761,  8892
7445, 13768,  8882
7446, 13774,  8871
7447, 13781,  8861
7448, 13788,  8850
7449, 13795,  8840
7450, 13802,  8829
7451, 13808,  8818
7452, 13815,  8808
7453, 13822,  8797
7454, 13829,  8787
7455, 13835,  8776
7456, 13842,  8765
7457, 13849,  8755
7458, 13856,  8744
7459, 13862,  8734
7460, 13869,  8723
7461, 13876,  8712
7462, 13882,  8702
7463, 13889,  8691
7464, 13896,  8680
7465, 13902,  8670
7466, 13909,  8659
7467, 13916,  8648
7468, 13922,  8638
7469, 13929,  8627
7470, 13935,  8616
7471, 13942,  8606
7472, 13949,  8595
7473, 13955,  8584
7474, 13962,  8573
7475, 13968,  8563
7476, 13975,  8552
7477, 13981,  8541
7478, 13988,  8531
7479, 13995,  8520
7480, 14001,  8509
7481, 14008,  8498
7482, 14014,  8488
7483, 14021,  8477
7484, 14027,  8466
7485, 14034,  8455
7486, 14040,  8445
7487, 14047,  8434
7488, 14053,  8423
7489, 14059,  8412
7490, 14066,  8401
7491, 14072,  8391
7492, 14079,  8380
7493, 14085,  8369
7494, 14092,  8358
7495, 14098,  8347
7496, 14104,  8337
7497, 14111,  8326
7498, 14117,  8315
7499, 14124,  8304
7500, 14130,  8293
7501, 14136,  8283
7502, 14143,  8272
7503, 14149,  8261
7504, 14155,  8250
7505, 14162,  8239
7506, 14168,  8228
7507, 14174,  8217
7508, 14181,  8207
7509, 14187,  8196
7510, 14193,  8185
7511, 14199,  8174
7512, 14206,  8163
7513, 14212,  8152
7514, 14218,  8141
7515, 14224,  8130
7516, 14231,  8119
7517, 14237,  8108
7518, 14243,  8098
7519, 14249,  8087
7520, 14256,  8076
7521, 14262,  8065
7522, 14268,  8054
7523, 14274,  8043
7524, 14280,  8032
7525, 14286,  8021
7526, 14293,  8010
7527, 14299,  7999
7528, 14305,  7988
7529, 14311,  7977
7530, 14317,  7966
7531, 14323,  7955
7532, 14329,  7944
7533, 14335,  7933
7534, 14341,  7922
7535, 14347,  7911
7536, 14354,  7900
7537, 14360,  7889
7538, 14366,  7878
7539, 14372,  7867
7540, 14378,  7856
7541, 14384,  7845
7542, 14390,  7834
7543, 14396,  7823
7544, 14402,  7812
7545, 14408,  7801
7546, 14414,  7790
7547, 14420,  7779
7548, 14426,  7768
7549, 14432,  7757
7550, 14438,  7746
7551, 14443,  7734
7552, 14449,  7723
7553, 14455,  7712
7554, 14461,  7701
7555, 14467,  7690
7556, 14473,  7679
7557, 14479,  7668
7558, 14485,  7657
7559, 14491,  7646
7560, 14497,  7635
7561, 14502,  7623
7562, 14508,  7612
7563, 14514,  7601
7564, 14520,  7590
7565, 14526,  7579
7566, 14531,  7568
7567, 14537,  7557
7568, 14543,  7545
7569, 14549,  7534
7570, 14555,  7523
7571, 14560,  7512
7572, 14566,  7501
7573, 14572,  7490
7574, 14578,  7478
7575, 14583,  7467
7576, 14589,  7456
7577, 14595,  7445
7578, 14601,  7434
7579, 14606,  7423
7580, 14612,  7411
7581, 14618,  7400
7582, 14623,  7389
7583, 14629,  7378
7584, 14635,  7366
7585, 14640,  7355
7586, 14646,  7344
7587, 14651,  7333
7588, 14657,  7321
7589, 14663,  7310
7590, 14668,  7299
7591, 14674,  7288
7592, 14680,  7276
7593, 14685,  7265
7594, 14691,  7254
7595, 14696,  7243
7596, 14702,  7231
7597, 14707,  7220
7598, 14713,  7209
7599, 14718,  7198
7600, 14724,  7186
7601, 14729,  7175
7602, 14735,  7164
7603, 14740,  7152
7604, 14746,  7141
7605, 14751,  7130
7606, 14757,  7118
7607, 14762,  7107
7608, 14768,  7096
7609, 14773,  7084
7610, 14779,  7073
7611, 14784,  7062
7612, 14789,  7050
7613, 14795,  7039
7614, 14800,  7028
7615, 14806,  7016
7616, 14811,  7005
7617, 14816,  6994
7618, 14822,  6982
7619, 14827,  6971
7620, 14832,  6960
7621, 14838,  6948
7622, 14843,  6937
7623, 14848,  6925
7624, 14854,  6914
7625, 14859,  6903
7626, 14864,  6891
7627, 14870,  6880
7628, 14875,  6868
7629, 14880,  6857
7630, 14885,  6846
7631, 14891,  6834
7632, 14896,  6823
7633, 14901,  6811
7634, 14906,  6800
7635, 14911,  6788
7636, 14917,  6777
7637, 14922,  6766
